zone,week,person,table,group,role
Zone 3,2,Person 1035,39,36,Leader
Zone 3,2,Person 185,39,36,Scribe
Zone 3,2,Person 2654,39,36,Researcher
Zone 3,2,Person 1835,39,36,
Zone 3,2,Person 3512,39,36,
Zone 3,2,Person 4327,39,36,
Zone 3,2,Person 1038,33,37,Leader
Zone 3,2,Person 194,33,37,Scribe
Zone 3,2,Person 2671,33,37,Researcher
Zone 3,2,Person 1855,33,37,
Zone 3,2,Person 3506,33,37,
Zone 3,2,Person 4361,33,37,
Zone 3,2,Person 1039,34,38,Leader
Zone 3,2,Person 195,34,38,Scribe
Zone 3,2,Person 2659,34,38,Researcher
Zone 3,2,Person 1865,34,38,
Zone 3,2,Person 3509,34,38,
Zone 3,2,Person 4360,34,38,
Zone 3,2,Person 1044,35,39,Leader
Zone 3,2,Person 196,35,39,Scribe
Zone 3,2,Person 2685,35,39,Researcher
Zone 3,2,Person 1850,35,39,
Zone 3,2,Person 3529,35,39,
Zone 3,2,Person 4357,35,39,
Zone 3,2,Person 1049,36,40,Leader
Zone 3,2,Person 198,36,40,Scribe
Zone 3,2,Person 2683,36,40,Researcher
Zone 3,2,Person 1854,36,40,
Zone 3,2,Person 3531,36,40,
Zone 3,2,Person 4356,36,40,
Zone 3,2,Person 1057,46,41,Leader
Zone 3,2,Person 201,46,41,Scribe
Zone 3,2,Person 2688,46,41,Researcher
Zone 3,2,Person 1876,46,41,
Zone 3,2,Person 3517,46,41,
Zone 3,2,Person 4371,46,41,
Zone 3,2,Person 1059,45,42,Leader
Zone 3,2,Person 204,45,42,Scribe
Zone 3,2,Person 2686,45,42,Researcher
Zone 3,2,Person 1889,45,42,
Zone 3,2,Person 3522,45,42,
Zone 3,2,Person 4367,45,42,
Zone 3,2,Person 1060,48,43,Leader
Zone 3,2,Person 205,48,43,Scribe
Zone 3,2,Person 2697,48,43,Researcher
Zone 3,2,Person 1870,48,43,
Zone 3,2,Person 3559,48,43,
Zone 3,2,Person 4366,48,43,
Zone 3,2,Person 1084,47,44,Leader
Zone 3,2,Person 206,47,44,Scribe
Zone 3,2,Person 2690,47,44,Researcher
Zone 3,2,Person 1874,47,44,
Zone 3,2,Person 3565,47,44,
Zone 3,2,Person 4362,47,44,
Zone 3,2,Person 1090,41,45,Leader
Zone 3,2,Person 209,41,45,Scribe
Zone 3,2,Person 2709,41,45,Researcher
Zone 3,2,Person 1901,41,45,
Zone 3,2,Person 3537,41,45,
Zone 3,2,Person 4401,41,45,
Zone 3,2,Person 1091,42,46,Leader
Zone 3,2,Person 211,42,46,Scribe
Zone 3,2,Person 2701,42,46,Researcher
Zone 3,2,Person 1903,42,46,
Zone 3,2,Person 3543,42,46,
Zone 3,2,Person 4398,42,46,
Zone 3,2,Person 1093,43,47,Leader
Zone 3,2,Person 221,43,47,Scribe
Zone 3,2,Person 2728,43,47,Researcher
Zone 3,2,Person 1891,43,47,
Zone 3,2,Person 3575,43,47,
Zone 3,2,Person 4387,43,47,
Zone 3,2,Person 1098,44,48,Leader
Zone 3,2,Person 228,44,48,Scribe
Zone 3,2,Person 2722,44,48,Researcher
Zone 3,2,Person 1892,44,48,
Zone 3,2,Person 3576,44,48,
Zone 3,2,Person 4384,44,48,
Zone 3,2,Person 1109,54,49,Leader
Zone 3,2,Person 240,54,49,Scribe
Zone 3,2,Person 2736,54,49,Researcher
Zone 3,2,Person 1916,54,49,
Zone 3,2,Person 3567,54,49,
Zone 3,2,Person 4424,54,49,
Zone 3,2,Person 1110,53,50,Leader
Zone 3,2,Person 244,53,50,Scribe
Zone 3,2,Person 2734,53,50,Researcher
Zone 3,2,Person 1921,53,50,
Zone 3,2,Person 3574,53,50,
Zone 3,2,Person 4422,53,50,
Zone 3,2,Person 1115,56,51,Leader
Zone 3,2,Person 252,56,51,Scribe
Zone 3,2,Person 2743,56,51,Researcher
Zone 3,2,Person 1913,56,51,
Zone 3,2,Person 3597,56,51,
Zone 3,2,Person 4413,56,51,
Zone 3,2,Person 1121,55,52,Leader
Zone 3,2,Person 264,55,52,Scribe
Zone 3,2,Person 2738,55,52,Researcher
Zone 3,2,Person 1915,55,52,
Zone 3,2,Person 3599,55,52,
Zone 3,2,Person 4405,55,52,
Zone 3,2,Person 1126,49,53,Leader
Zone 3,2,Person 266,49,53,Scribe
Zone 3,2,Person 2752,49,53,Researcher
Zone 3,2,Person 1935,49,53,
Zone 3,2,Person 3583,49,53,
Zone 3,2,Person 4445,49,53,
Zone 3,2,Person 1128,50,54,Leader
Zone 3,2,Person 279,50,54,Scribe
Zone 3,2,Person 2744,50,54,Researcher
Zone 3,2,Person 1936,50,54,
Zone 3,2,Person 3587,50,54,
Zone 3,2,Person 4435,50,54,
Zone 3,2,Person 1139,51,55,Leader
Zone 3,2,Person 281,51,55,Scribe
Zone 3,2,Person 2763,51,55,Researcher
Zone 3,2,Person 1927,51,55,
Zone 3,2,Person 3610,51,55,
Zone 3,2,Person 4432,51,55,
Zone 3,2,Person 1141,52,56,Leader
Zone 3,2,Person 285,52,56,Scribe
Zone 3,2,Person 2762,52,56,Researcher
Zone 3,2,Person 1930,52,56,
Zone 3,2,Person 3621,52,56,
Zone 3,2,Person 4430,52,56,
Zone 3,2,Person 1148,62,57,Leader
Zone 3,2,Person 287,62,57,Scribe
Zone 3,2,Person 2768,62,57,Researcher
Zone 3,2,Person 1946,62,57,
Zone 3,2,Person 3602,62,57,
Zone 3,2,Person 4458,62,57,
Zone 3,2,Person 1150,61,58,Leader
Zone 3,2,Person 289,61,58,Scribe
Zone 3,2,Person 2765,61,58,Researcher
Zone 3,2,Person 1952,61,58,
Zone 3,2,Person 3603,61,58,
Zone 3,2,Person 4456,61,58,
Zone 3,2,Person 1154,64,59,Leader
Zone 3,2,Person 292,64,59,Scribe
Zone 3,2,Person 2786,64,59,Researcher
Zone 3,2,Person 1937,64,59,
Zone 3,2,Person 3630,64,59,
Zone 3,2,Person 4454,64,59,
Zone 3,2,Person 1155,63,60,Leader
Zone 3,2,Person 296,63,60,Scribe
Zone 3,2,Person 2779,63,60,Researcher
Zone 3,2,Person 1944,63,60,
Zone 3,2,Person 3633,63,60,
Zone 3,2,Person 4446,63,60,
Zone 3,2,Person 1156,57,61,Leader
Zone 3,2,Person 298,57,61,Scribe
Zone 3,2,Person 2799,57,61,Researcher
Zone 3,2,Person 1958,57,61,
Zone 3,2,Person 3622,57,61,
Zone 3,2,Person 4477,57,61,
Zone 3,2,Person 1161,58,62,Leader
Zone 3,2,Person 313,58,62,Scribe
Zone 3,2,Person 2789,58,62,Researcher
Zone 3,2,Person 1960,58,62,
Zone 3,2,Person 3624,58,62,
Zone 3,2,Person 4472,58,62,
Zone 3,2,Person 1163,59,63,Leader
Zone 3,2,Person 314,59,63,Scribe
Zone 3,2,Person 2811,59,63,Researcher
Zone 3,2,Person 1953,59,63,
Zone 3,2,Person 3643,59,63,
Zone 3,2,Person 4463,59,63,
Zone 3,2,Person 1165,60,64,Leader
Zone 3,2,Person 315,60,64,Scribe
Zone 3,2,Person 2803,60,64,Researcher
Zone 3,2,Person 1955,60,64,
Zone 3,2,Person 3651,60,64,
Zone 3,2,Person 4461,60,64,
Zone 3,2,Person 1175,70,65,Leader
Zone 3,2,Person 316,70,65,Scribe
Zone 3,2,Person 2815,70,65,Researcher
Zone 3,2,Person 1968,70,65,
Zone 3,2,Person 3634,70,65,
Zone 3,2,Person 4493,70,65,
Zone 3,2,Person 1190,69,66,Leader
Zone 3,2,Person 318,69,66,Scribe
Zone 3,2,Person 2814,69,66,Researcher
Zone 3,2,Person 1991,69,66,
Zone 3,2,Person 3636,69,66,
Zone 3,2,Person 4492,69,66,
Zone 3,2,Person 1192,72,67,Leader
Zone 3,2,Person 323,72,67,Scribe
Zone 3,2,Person 2821,72,67,Researcher
Zone 3,2,Person 1962,72,67,
Zone 3,2,Person 3671,72,67,
Zone 3,2,Person 4490,72,67,
Zone 3,2,Person 1204,71,68,Leader
Zone 3,2,Person 329,71,68,Scribe
Zone 3,2,Person 2817,71,68,Researcher
Zone 3,2,Person 1963,71,68,
Zone 3,2,Person 3675,71,68,
Zone 3,2,Person 4480,71,68,
Zone 3,2,Person 1205,65,69,Leader
Zone 3,2,Person 340,65,69,Scribe
Zone 3,2,Person 2830,65,69,Researcher
Zone 3,2,Person 2008,65,69,
Zone 3,2,Person 3662,65,69,
Zone 3,2,Person 4533,65,69,
Zone 3,2,Person 1207,66,70,Leader
Zone 3,2,Person 345,66,70,Scribe
Zone 3,2,Person 2823,66,70,Researcher
Zone 3,2,Person 2009,66,70,
Zone 3,2,Person 3668,66,70,
Zone 3,2,Person 4532,66,70,
Zone 3,2,Person 1219,67,71,Leader
Zone 3,2,Person 348,67,71,Scribe
Zone 3,2,Person 2838,67,71,Researcher
Zone 3,2,Person 1994,67,71,
Zone 3,2,Person 3708,67,71,
Zone 3,2,Person 4527,67,71,
Zone 3,2,Person 1227,68,72,Leader
Zone 3,2,Person 351,68,72,Scribe
Zone 3,2,Person 2833,68,72,Researcher
Zone 3,2,Person 1999,68,72,
Zone 3,2,Person 3722,68,72,
Zone 3,2,Person 4509,68,72,
Zone 3,2,Person 1236,78,73,Leader
Zone 3,2,Person 352,78,73,Scribe
Zone 3,2,Person 2852,78,73,Researcher
Zone 3,2,Person 2041,78,73,
Zone 3,2,Person 3686,78,73,
Zone 3,2,Person 4547,78,73,
Zone 3,2,Person 1246,77,74,Leader
Zone 3,2,Person 366,77,74,Scribe
Zone 3,2,Person 2851,77,74,Researcher
Zone 3,2,Person 2052,77,74,
Zone 3,2,Person 3701,77,74,
Zone 3,2,Person 4545,77,74,
Zone 3,2,Person 1249,80,75,Leader
Zone 3,2,Person 382,80,75,Scribe
Zone 3,2,Person 2880,80,75,Researcher
Zone 3,2,Person 2018,80,75,
Zone 3,2,Person 3731,80,75,
Zone 3,2,Person 4538,80,75,
Zone 3,2,Person 1258,79,76,Leader
Zone 3,2,Person 384,79,76,Scribe
Zone 3,2,Person 2875,79,76,Researcher
Zone 3,2,Person 2019,79,76,
Zone 3,2,Person 3739,79,76,
Zone 3,2,Person 4536,79,76,
Zone 3,2,Person 1267,73,77,Leader
Zone 3,2,Person 385,73,77,Scribe
Zone 3,2,Person 2903,73,77,Researcher
Zone 3,2,Person 2074,73,77,
Zone 3,2,Person 3726,73,77,
Zone 3,2,Person 4562,73,77,
Zone 3,2,Person 1272,74,78,Leader
Zone 3,2,Person 393,74,78,Scribe
Zone 3,2,Person 2902,74,78,Researcher
Zone 3,2,Person 2077,74,78,
Zone 3,2,Person 3729,74,78,
Zone 3,2,Person 4558,74,78,
Zone 3,2,Person 1273,75,79,Leader
Zone 3,2,Person 394,75,79,Scribe
Zone 3,2,Person 2913,75,79,Researcher
Zone 3,2,Person 2059,75,79,
Zone 3,2,Person 3744,75,79,
Zone 3,2,Person 4557,75,79,
Zone 3,2,Person 1275,76,80,Leader
Zone 3,2,Person 396,76,80,Scribe
Zone 3,2,Person 2904,76,80,Researcher
Zone 3,2,Person 2060,76,80,
Zone 3,2,Person 3753,76,80,
Zone 3,2,Person 4555,76,80,
Zone 3,2,Person 1278,86,81,Leader
Zone 3,2,Person 399,86,81,Scribe
Zone 3,2,Person 2920,86,81,Researcher
Zone 3,2,Person 2084,86,81,
Zone 3,2,Person 3740,86,81,
Zone 3,2,Person 4584,86,81,
Zone 3,2,Person 1279,85,82,Leader
Zone 3,2,Person 405,85,82,Scribe
Zone 3,2,Person 2919,85,82,Researcher
Zone 3,2,Person 2097,85,82,
Zone 3,2,Person 3743,85,82,
Zone 3,2,Person 4581,85,82,
Zone 3,2,Person 1280,88,83,Leader
Zone 3,2,Person 411,88,83,Scribe
Zone 3,2,Person 2929,88,83,Researcher
Zone 3,2,Person 2080,88,83,
Zone 3,2,Person 3758,88,83,
Zone 3,2,Person 4568,88,83,
Zone 3,2,Person 1285,87,84,Leader
Zone 3,2,Person 420,87,84,Scribe
Zone 3,2,Person 2921,87,84,Researcher
Zone 3,2,Person 2082,87,84,
Zone 3,2,Person 3764,87,84,
Zone 3,2,Person 4567,87,84,
Zone 3,2,Person 1292,81,85,Leader
Zone 3,2,Person 421,81,85,Scribe
Zone 3,2,Person 2946,81,85,Researcher
Zone 3,2,Person 2117,81,85,
Zone 3,2,Person 3755,81,85,
Zone 3,2,Person 4600,81,85,
Zone 3,2,Person 1303,82,86,Leader
Zone 3,2,Person 427,82,86,Scribe
Zone 3,2,Person 2943,82,86,Researcher
Zone 3,2,Person 2122,82,86,
Zone 3,2,Person 3757,82,86,
Zone 3,2,Person 4592,82,86,
Zone 3,2,Person 1311,83,87,Leader
Zone 3,2,Person 431,83,87,Scribe
Zone 3,2,Person 2964,83,87,Researcher
Zone 3,2,Person 2100,83,87,
Zone 3,2,Person 3770,83,87,
Zone 3,2,Person 4586,83,87,
Zone 3,2,Person 1312,84,88,Leader
Zone 3,2,Person 437,84,88,Scribe
Zone 3,2,Person 2963,84,88,Researcher
Zone 3,2,Person 2110,84,88,
Zone 3,2,Person 3780,84,88,
Zone 3,2,Person 4585,84,88,
Zone 3,2,Person 1315,94,89,Leader
Zone 3,2,Person 441,94,89,Scribe
Zone 3,2,Person 2966,94,89,Researcher
Zone 3,2,Person 2128,94,89,
Zone 3,2,Person 3767,94,89,
Zone 3,2,Person 4648,94,89,
Zone 3,2,Person 1325,93,90,Leader
Zone 3,2,Person 444,93,90,Scribe
Zone 3,2,Person 2965,93,90,Researcher
Zone 3,2,Person 2129,93,90,
Zone 3,2,Person 3768,93,90,
Zone 3,2,Person 4641,93,90,
Zone 3,2,Person 1329,96,91,Leader
Zone 3,2,Person 458,96,91,Scribe
Zone 3,2,Person 2975,96,91,Researcher
Zone 3,2,Person 2123,96,91,
Zone 3,2,Person 3787,96,91,
Zone 3,2,Person 4630,96,91,
Zone 3,2,Person 1337,95,92,Leader
Zone 3,2,Person 462,95,92,Scribe
Zone 3,2,Person 2974,95,92,Researcher
Zone 3,2,Person 2127,95,92,
Zone 3,2,Person 3788,95,92,
Zone 3,2,Person 4616,95,92,
Zone 3,2,Person 1343,89,93,Leader
Zone 3,2,Person 464,89,93,Scribe
Zone 3,2,Person 2981,89,93,Researcher
Zone 3,2,Person 2141,89,93,
Zone 3,2,Person 3781,89,93,
Zone 3,2,Person 4679,89,93,
Zone 3,2,Person 1344,90,94,Leader
Zone 3,2,Person 469,90,94,Scribe
Zone 3,2,Person 2976,90,94,Researcher
Zone 3,2,Person 2142,90,94,
Zone 3,2,Person 3782,90,94,
Zone 3,2,Person 4676,90,94,
Zone 3,2,Person 1348,91,95,Leader
Zone 3,2,Person 473,91,95,Scribe
Zone 3,2,Person 2990,91,95,Researcher
Zone 3,2,Person 2134,91,95,
Zone 3,2,Person 3797,91,95,
Zone 3,2,Person 4660,91,95,
Zone 3,2,Person 1358,92,96,Leader
Zone 3,2,Person 480,92,96,Scribe
Zone 3,2,Person 2986,92,96,Researcher
Zone 3,2,Person 2139,92,96,
Zone 3,2,Person 3798,92,96,
Zone 3,2,Person 4649,92,96,
Zone 3,2,Person 1362,102,97,Leader
Zone 3,2,Person 483,102,97,Scribe
Zone 3,2,Person 2994,102,97,Researcher
Zone 3,2,Person 2157,102,97,
Zone 3,2,Person 3790,102,97,
Zone 3,2,Person 4705,102,97,
Zone 3,2,Person 1373,101,98,Leader
Zone 3,2,Person 484,101,98,Scribe
Zone 3,2,Person 2991,101,98,Researcher
Zone 3,2,Person 2161,101,98,
Zone 3,2,Person 3793,101,98,
Zone 3,2,Person 4698,101,98,
Zone 3,2,Person 1380,104,99,Leader
Zone 3,2,Person 487,104,99,Scribe
Zone 3,2,Person 3003,104,99,Researcher
Zone 3,2,Person 2146,104,99,
Zone 3,2,Person 3817,104,99,
Zone 3,2,Person 4697,104,99,
Zone 3,2,Person 1383,103,100,Leader
Zone 3,2,Person 492,103,100,Scribe
Zone 3,2,Person 2996,103,100,Researcher
Zone 3,2,Person 2150,103,100,
Zone 3,2,Person 3818,103,100,
Zone 3,2,Person 4689,103,100,
Zone 3,2,Person 1397,97,101,Leader
Zone 3,2,Person 525,97,101,Scribe
Zone 3,2,Person 3012,97,101,Researcher
Zone 3,2,Person 2171,97,101,
Zone 3,2,Person 3799,97,101,
Zone 3,2,Person 4725,97,101,
Zone 3,2,Person 1399,98,102,Leader
Zone 3,2,Person 533,98,102,Scribe
Zone 3,2,Person 3007,98,102,Researcher
Zone 3,2,Person 2186,98,102,
Zone 3,2,Person 3802,98,102,
Zone 3,2,Person 4712,98,102,
Zone 3,2,Person 1400,99,103,Leader
Zone 3,2,Person 542,99,103,Scribe
Zone 3,2,Person 3020,99,103,Researcher
Zone 3,2,Person 2163,99,103,
Zone 3,2,Person 3851,99,103,
Zone 3,2,Person 4710,99,103,
Zone 3,2,Person 1402,100,104,Leader
Zone 3,2,Person 548,100,104,Scribe
Zone 3,2,Person 3018,100,104,Researcher
Zone 3,2,Person 2164,100,104,
Zone 3,2,Person 3857,100,104,
Zone 3,2,Person 4709,100,104,
Zone 3,2,Person 1405,110,105,Leader
Zone 3,2,Person 549,110,105,Scribe
Zone 3,2,Person 3029,110,105,Researcher
Zone 3,2,Person 2199,110,105,
Zone 3,2,Person 3830,110,105,
Zone 3,2,Person 4754,110,105,
Zone 3,2,Person 1414,109,106,Leader
Zone 3,2,Person 552,109,106,Scribe
Zone 3,2,Person 3024,109,106,Researcher
Zone 3,2,Person 2200,109,106,
Zone 3,2,Person 3831,109,106,
Zone 3,2,Person 4750,109,106,
Zone 3,2,Person 1418,112,107,Leader
Zone 3,2,Person 555,112,107,Scribe
Zone 3,2,Person 3033,112,107,Researcher
Zone 3,2,Person 2192,112,107,
Zone 3,2,Person 3867,112,107,
Zone 3,2,Person 4735,112,107,
Zone 3,2,Person 1423,111,108,Leader
Zone 3,2,Person 559,111,108,Scribe
Zone 3,2,Person 3030,111,108,Researcher
Zone 3,2,Person 2196,111,108,
Zone 3,2,Person 3872,111,108,
Zone 3,2,Person 4729,111,108,
Zone 3,2,Person 1427,105,109,Leader
Zone 3,2,Person 560,105,109,Scribe
Zone 3,2,Person 3038,105,109,Researcher
Zone 3,2,Person 2211,105,109,
Zone 3,2,Person 3860,105,109,
Zone 3,2,Person 4763,105,109,
Zone 3,2,Person 1429,106,110,Leader
Zone 3,2,Person 565,106,110,Scribe
Zone 3,2,Person 3034,106,110,Researcher
Zone 3,2,Person 2221,106,110,
Zone 3,2,Person 3863,106,110,
Zone 3,2,Person 4762,106,110,
Zone 3,2,Person 1430,107,111,Leader
Zone 3,2,Person 569,107,111,Scribe
Zone 3,2,Person 3050,107,111,Researcher
Zone 3,2,Person 2202,107,111,
Zone 3,2,Person 3885,107,111,
Zone 3,2,Person 4760,107,111,
Zone 3,2,Person 1431,108,112,Leader
Zone 3,2,Person 572,108,112,Scribe
Zone 3,2,Person 3049,108,112,Researcher
Zone 3,2,Person 2205,108,112,
Zone 3,2,Person 3891,108,112,
Zone 3,2,Person 4758,108,112,
Zone 3,2,Person 1434,118,113,Leader
Zone 3,2,Person 575,118,113,Scribe
Zone 3,2,Person 3054,118,113,Researcher
Zone 3,2,Person 2232,118,113,
Zone 3,2,Person 3876,118,113,
Zone 3,2,Person 4787,118,113,
Zone 3,2,Person 1436,117,114,Leader
Zone 3,2,Person 577,117,114,Scribe
Zone 3,2,Person 3052,117,114,Researcher
Zone 3,2,Person 2235,117,114,
Zone 3,2,Person 3877,117,114,
Zone 3,2,Person 4781,117,114,
Zone 3,2,Person 1438,120,115,Leader
Zone 3,2,Person 580,120,115,Scribe
Zone 3,2,Person 3074,120,115,Researcher
Zone 3,2,Person 2222,120,115,
Zone 3,2,Person 3894,120,115,
Zone 3,2,Person 4778,120,115,
Zone 3,2,Person 1447,119,116,Leader
Zone 3,2,Person 582,119,116,Scribe
Zone 3,2,Person 3072,119,116,Researcher
Zone 3,2,Person 2226,119,116,
Zone 3,2,Person 3909,119,116,
Zone 3,2,Person 4776,119,116,
Zone 3,2,Person 1457,113,117,Leader
Zone 3,2,Person 591,113,117,Scribe
Zone 3,2,Person 3092,113,117,Researcher
Zone 3,2,Person 2245,113,117,
Zone 3,2,Person 3892,113,117,
Zone 3,2,Person 4801,113,117,
Zone 3,2,Person 1460,114,118,Leader
Zone 3,2,Person 594,114,118,Scribe
Zone 3,2,Person 3075,114,118,Researcher
Zone 3,2,Person 2247,114,118,
Zone 3,2,Person 3893,114,118,
Zone 3,2,Person 4798,114,118,
Zone 3,2,Person 1462,115,119,Leader
Zone 3,2,Person 605,115,119,Scribe
Zone 3,2,Person 3101,115,119,Researcher
Zone 3,2,Person 2237,115,119,
Zone 3,2,Person 3933,115,119,
Zone 3,2,Person 4797,115,119,
Zone 3,2,Person 1465,116,120,Leader
Zone 3,2,Person 606,116,120,Scribe
Zone 3,2,Person 3093,116,120,Researcher
Zone 3,2,Person 2243,116,120,
Zone 3,2,Person 3936,116,120,
Zone 3,2,Person 4795,116,120,
Zone 3,2,Person 1474,126,121,Leader
Zone 3,2,Person 613,126,121,Scribe
Zone 3,2,Person 3117,126,121,Researcher
Zone 3,2,Person 2272,126,121,
Zone 3,2,Person 3916,126,121,
Zone 3,2,Person 4814,126,121,
Zone 3,2,Person 1476,125,122,Leader
Zone 3,2,Person 618,125,122,Scribe
Zone 3,2,Person 3111,125,122,Researcher
Zone 3,2,Person 2275,125,122,
Zone 3,2,Person 3917,125,122,
Zone 3,2,Person 4809,125,122,
Zone 3,2,Person 1479,128,123,Leader
Zone 3,2,Person 622,128,123,Scribe
Zone 3,2,Person 3128,128,123,Researcher
Zone 3,2,Person 2259,128,123,
Zone 3,2,Person 3949,128,123,
Zone 3,2,Person 4806,128,123,
Zone 3,2,Person 1487,127,124,Leader
Zone 3,2,Person 624,127,124,Scribe
Zone 3,2,Person 3122,127,124,Researcher
Zone 3,2,Person 2263,127,124,
Zone 3,2,Person 3954,127,124,
Zone 3,2,Person 4802,127,124,
Zone 3,2,Person 1493,121,125,Leader
Zone 3,2,Person 625,121,125,Scribe
Zone 3,2,Person 3138,121,125,Researcher
Zone 3,2,Person 2289,121,125,
Zone 3,2,Person 3939,121,125,
Zone 3,2,Person 4822,121,125,
Zone 3,2,Person 1494,122,126,Leader
Zone 3,2,Person 627,122,126,Scribe
Zone 3,2,Person 3135,122,126,Researcher
Zone 3,2,Person 2294,122,126,
Zone 3,2,Person 3942,122,126,
Zone 3,2,Person 4820,122,126,
Zone 3,2,Person 1495,123,127,Leader
Zone 3,2,Person 628,123,127,Scribe
Zone 3,2,Person 3145,123,127,Researcher
Zone 3,2,Person 2277,123,127,
Zone 3,2,Person 3964,123,127,
Zone 3,2,Person 4819,123,127,
Zone 3,2,Person 1499,124,128,Leader
Zone 3,2,Person 630,124,128,Scribe
Zone 3,2,Person 3141,124,128,Researcher
Zone 3,2,Person 2283,124,128,
Zone 3,2,Person 3966,124,128,
Zone 3,2,Person 4815,124,128,
Zone 3,2,Person 1501,134,129,Leader
Zone 3,2,Person 639,134,129,Scribe
Zone 3,2,Person 3154,134,129,Researcher
Zone 3,2,Person 2310,134,129,
Zone 3,2,Person 3960,134,129,
Zone 3,2,Person 4842,134,129,
Zone 3,2,Person 1505,133,130,Leader
Zone 3,2,Person 643,133,130,Scribe
Zone 3,2,Person 3151,133,130,Researcher
Zone 3,2,Person 2323,133,130,
Zone 3,2,Person 3963,133,130,
Zone 3,2,Person 4828,133,130,
Zone 3,2,Person 1507,136,131,Leader
Zone 3,2,Person 644,136,131,Scribe
Zone 3,2,Person 3157,136,131,Researcher
Zone 3,2,Person 2298,136,131,
Zone 3,2,Person 3978,136,131,
Zone 3,2,Person 4826,136,131,
Zone 3,2,Person 1512,135,132,Leader
Zone 3,2,Person 645,135,132,Scribe
Zone 3,2,Person 3156,135,132,Researcher
Zone 3,2,Person 2309,135,132,
Zone 3,2,Person 3981,135,132,
Zone 3,2,Person 4823,135,132,
Zone 3,2,Person 1516,129,133,Leader
Zone 3,2,Person 655,129,133,Scribe
Zone 3,2,Person 3170,129,133,Researcher
Zone 3,2,Person 2343,129,133,
Zone 3,2,Person 3970,129,133,
Zone 3,2,Person 4853,129,133,
Zone 3,2,Person 1519,130,134,Leader
Zone 3,2,Person 658,130,134,Scribe
Zone 3,2,Person 3165,130,134,Researcher
Zone 3,2,Person 2352,130,134,
Zone 3,2,Person 3972,130,134,
Zone 3,2,Person 4852,130,134,
Zone 3,2,Person 1522,131,135,Leader
Zone 3,2,Person 675,131,135,Scribe
Zone 3,2,Person 3173,131,135,Researcher
Zone 3,2,Person 2326,131,135,
Zone 3,2,Person 3986,131,135,
Zone 3,2,Person 4844,131,135,
Zone 3,2,Person 1523,132,136,Leader
Zone 3,2,Person 678,132,136,Scribe
Zone 3,2,Person 3171,132,136,Researcher
Zone 3,2,Person 2340,132,136,
Zone 3,2,Person 3987,132,136,
Zone 3,2,Person 4843,132,136,
Zone 3,2,Person 1532,142,137,Leader
Zone 3,2,Person 680,142,137,Scribe
Zone 3,2,Person 3181,142,137,Researcher
Zone 3,2,Person 2359,142,137,
Zone 3,2,Person 3984,142,137,
Zone 3,2,Person 4877,142,137,
Zone 3,2,Person 1559,141,138,Leader
Zone 3,2,Person 681,141,138,Scribe
Zone 3,2,Person 3180,141,138,Researcher
Zone 3,2,Person 2361,141,138,
Zone 3,2,Person 3985,141,138,
Zone 3,2,Person 4875,141,138,
Zone 3,2,Person 1564,144,139,Leader
Zone 3,2,Person 683,144,139,Scribe
Zone 3,2,Person 3202,144,139,Researcher
Zone 3,2,Person 2353,144,139,
Zone 3,2,Person 4019,144,139,
Zone 3,2,Person 4862,144,139,
Zone 3,2,Person 1569,143,140,Leader
Zone 3,2,Person 686,143,140,Scribe
Zone 3,2,Person 3187,143,140,Researcher
Zone 3,2,Person 2355,143,140,
Zone 3,2,Person 4020,143,140,
Zone 3,2,Person 4860,143,140,
Zone 3,2,Person 1578,137,141,Leader
Zone 3,2,Person 694,137,141,Scribe
Zone 3,2,Person 3209,137,141,Researcher
Zone 3,2,Person 2373,137,141,
Zone 3,2,Person 4002,137,141,
Zone 3,2,Person 4913,137,141,
Zone 3,2,Person 1581,138,142,Leader
Zone 3,2,Person 706,138,142,Scribe
Zone 3,2,Person 3205,138,142,Researcher
Zone 3,2,Person 2374,138,142,
Zone 3,2,Person 4004,138,142,
Zone 3,2,Person 4898,138,142,
Zone 3,2,Person 1587,139,143,Leader
Zone 3,2,Person 710,139,143,Scribe
Zone 3,2,Person 3223,139,143,Researcher
Zone 3,2,Person 2368,139,143,
Zone 3,2,Person 4039,139,143,
Zone 3,2,Person 4892,139,143,
Zone 3,2,Person 1588,140,144,Leader
Zone 3,2,Person 712,140,144,Scribe
Zone 3,2,Person 3212,140,144,Researcher
Zone 3,2,Person 2372,140,144,
Zone 3,2,Person 4047,140,144,
Zone 3,2,Person 4891,140,144,
Zone 3,2,Person 1590,150,145,Leader
Zone 3,2,Person 717,150,145,Scribe
Zone 3,2,Person 3228,150,145,Researcher
Zone 3,2,Person 2385,150,145,
Zone 3,2,Person 4027,150,145,
Zone 3,2,Person 4936,150,145,
Zone 3,2,Person 1592,149,146,Leader
Zone 3,2,Person 718,149,146,Scribe
Zone 3,2,Person 3227,149,146,Researcher
Zone 3,2,Person 2386,149,146,
Zone 3,2,Person 4030,149,146,
Zone 3,2,Person 4934,149,146,
Zone 3,2,Person 1597,152,147,Leader
Zone 3,2,Person 732,152,147,Scribe
Zone 3,2,Person 3231,152,147,Researcher
Zone 3,2,Person 2375,152,147,
Zone 3,2,Person 4074,152,147,
Zone 3,2,Person 4931,152,147,
Zone 3,2,Person 1602,151,148,Leader
Zone 3,2,Person 738,151,148,Scribe
Zone 3,2,Person 3229,151,148,Researcher
Zone 3,2,Person 2378,151,148,
